analysis_group_id,event_id,company,ts_code,symbol,event_date,aligned_trade_date,pre_trade_date,source_type,source_types,primary_category,category_tags,title,summary,group_titles_sample,source_url,pdf_url,local_pdf_path,has_pdf,source_count,group_event_count,group_source_count,group_evidence_count,car_status,is_subject_company,is_peer_event,is_pre_listing,is_ipo_listing_related,is_market_trading_related,capital_action_subtype,capital_action_subtype_hits,overlap_event_count_p0_p5,overlap_event_count_p0_p20,overlap_event_count_p0_p60,overlap_category_count_p0_p20,overlap_categories_p0_p20,is_overlap_clean_p0_p5,is_overlap_clean_p0_p20,is_overlap_clean_p0_p60
300638|2020-08-28|管理层/投关信号,f1fa5b4a1b6ed70c,广和通,300638.SZ,300638,2020-08-28,2020-08-28,2020-08-27,announcement,announcement,管理层/投关信号,管理层/投关信号,投资者关系管理制度20200828,,投资者关系管理制度20200828,https://data.eastmoney.com/notices/detail/300638/AN202008281403172819.html,,,0,1,1,1,1,ok,0,1,0,0,False,,,1,14,37,4,产品/技术创新|其他|政策/行业|资本动作,False,False,False
603236|2025-08-15|风险事件,cedd102a5fa8b730,移远通信,603236.SH,603236,2025-08-15,2025-08-15,2025-08-14,announcement,announcement,风险事件,风险事件,关于计提资产减值准备的公告,,关于计提资产减值准备的公告,https://data.eastmoney.com/notices/detail/603236/AN202508141727378262.html,,,0,1,1,1,1,ok,0,1,0,0,False,,,5,8,18,5,业绩信号|其他|政策/行业|管理层/投关信号|资本动作,False,False,False
002881|2017-08-08|其他,3a042393353582b3,美格智能,002881.SZ,2881,2017-08-08,2017-08-08,2017-08-07,announcement,announcement,其他,,关于公司完成工商变更登记的公告,,关于公司完成工商变更登记的公告,https://data.eastmoney.com/notices/detail/002881/AN201708070780384466.html,,,0,1,1,1,1,ok,0,1,0,0,False,,,0,3,8,3,业绩信号|其他|政策/行业,True,False,False
002970|2023-07-13|管理层/投关信号,7679c78cc83649b2,锐明技术,002970.SZ,2970,2023-07-13,2023-07-13,2023-07-12,announcement,announcement,管理层/投关信号,管理层/投关信号,走进上市公司活动记录,,走进上市公司活动记录,https://data.eastmoney.com/notices/detail/002970/AN202307131592233126.html,,,0,1,1,1,1,ok,0,1,0,0,False,,,0,3,10,2,管理层/投关信号|资本动作,True,False,False
301608|2025-04-23|资本动作,b39097dec09a3dec,博实结,301608.SZ,301608,2025-04-23,2025-04-23,2025-04-22,announcement,announcement,资本动作,资本动作,关于2024年度利润分配预案及授权董事会制定2025年中期分红方案的公告,,关于2024年度利润分配预案及授权董事会制定2025年中期分红方案的公告 || 分红送转 cash_div=0.0 proc=预案 || 分红送转 cash_div=0.33712 proc=实施 || 分红送转 cash_div=0.0 proc=股东大会通过,https://data.eastmoney.com/notices/detail/301608/AN202504221660523897.html,,,0,1,4,1,4,ok,0,1,0,0,False,分红/权益分派,分红/权益分派,6,13,28,5,业绩信号|其他|政策/行业|管理层/投关信号|资本动作,False,False,False
603236|2022-09-01|管理层/投关信号,a4f697dc365220c0,移远通信,603236.SH,603236,2022-09-01,2022-09-01,2022-08-31,announcement,announcement,管理层/投关信号,管理层/投关信号,:投资者关系活动记录表2022年8月,,:投资者关系活动记录表2022年8月,https://data.eastmoney.com/notices/detail/603236/AN202208311577893536.html,,,0,1,1,1,1,ok,0,1,0,0,False,,,1,3,14,2,管理层/投关信号|资本动作,False,False,False
002313|2024-07-10|业绩信号,9f9fed866dffb4f8,日海智能,002313.SZ,2313,2024-07-10,2024-07-10,2024-07-09,announcement,announcement,业绩信号,业绩信号,2024年半年度业绩预告,,2024年半年度业绩预告,https://data.eastmoney.com/notices/detail/002313/AN202407091637725631.html,,,0,1,1,1,1,ok,0,1,0,0,False,,,1,3,10,1,风险事件,False,False,False
603236|2022-04-08|其他,127e8fed5dde3b26,移远通信,603236.SH,603236,2022-04-08,2022-04-08,2022-04-07,announcement,announcement,其他,,:第三届董事会第五次会议决议公告,,:第三届董事会第五次会议决议公告 || :第三届监事会第四次会议决议公告 || :独立董事关于第三届董事会第五次会议相关事项的独立意见,https://data.eastmoney.com/notices/detail/603236/AN202204071557837844.html,,,0,1,3,1,3,ok,0,1,0,0,False,,,2,18,29,6,业绩信号|产品/技术创新|其他|政策/行业|管理层/投关信号|资本动作,False,False,False
002881|2021-04-02|产品/技术创新,7151cf88b12d6784,美格智能,002881.SZ,2881,2021-04-02,2021-04-02,2021-04-01,research_report,research_report,产品/技术创新,产品/技术创新|政策/行业,差异化竞争的智能物联网模组新星,机构=西南证券; 评级=买入; 行业=通信设备,差异化竞争的智能物联网模组新星,https://pdf.dfcfw.com/pdf/H3_AP202104021480716313_1.pdf,,,0,1,1,1,1,ok,0,1,0,0,False,,,2,8,21,5,业绩信号|其他|政策/行业|资本动作|风险事件,False,False,False
603236|2019-10-15|其他,c6df7fa35b34d927,移远通信,603236.SH,603236,2019-10-15,2019-10-15,2019-10-14,announcement,announcement,其他,,:移远通信关于完成工商变更登记的公告,,:移远通信关于完成工商变更登记的公告,https://data.eastmoney.com/notices/detail/603236/AN201910141368658471.html,,,0,1,1,1,1,ok,0,1,0,0,False,,,0,2,7,2,业绩信号|其他,True,False,False
603236|2019-12-28|其他,f410ff8e2ca52578,移远通信,603236.SH,603236,2019-12-28,2019-12-30,2019-12-27,announcement,announcement,其他,,:移远通信独立董事关于第二届董事会第十三次会议相关事项的独立意见,,:移远通信独立董事关于第二届董事会第十三次会议相关事项的独立意见 || :移远通信关于变更部分募集资金投资项目实施地点的公告 || :移远通信第二届监事会第七次会议决议公告,https://data.eastmoney.com/notices/detail/603236/AN201912271372751334.html,,,0,1,3,1,3,ok,0,1,0,0,False,,,3,3,9,2,产品/技术创新|资本动作,False,False,False
002313|2022-12-29|资本动作,a56b14eadfb83504,日海智能,002313.SZ,2313,2022-12-29,2022-12-29,2022-12-28,announcement,announcement,资本动作,资本动作,*ST日海:关于公司资产转让的进展公告,,*ST日海:关于公司资产转让的进展公告,https://data.eastmoney.com/notices/detail/002313/AN202212281581438964.html,,,0,1,1,1,1,ok,0,1,0,0,False,并购重组/资产交易,并购重组/资产交易,0,2,9,2,业绩信号|风险事件,True,False,False
002881|2022-07-08|其他,c1789ca9d8018dc4,美格智能,002881.SZ,2881,2022-07-08,2022-07-08,2022-07-07,announcement,announcement,其他,,关于为全资子公司银行授信提供担保的公告,,关于为全资子公司银行授信提供担保的公告 || 第三届董事会第十次会议决议公告,https://data.eastmoney.com/notices/detail/002881/AN202207071575905506.html,,,0,1,2,1,2,ok,0,1,0,0,False,,,4,6,19,4,业绩信号|产品/技术创新|其他|政策/行业,False,False,False
603236|2026-05-07|其他,7414bc5d0468ab73,移远通信,603236.SH,603236,2026-05-07,2026-05-07,2026-05-06,announcement,announcement,其他,,关于使用闲置募集资金进行现金管理赎回的公告,,关于使用闲置募集资金进行现金管理赎回的公告,https://data.eastmoney.com/notices/detail/603236/AN202605061821986410.html,,,0,1,1,1,1,ok,0,1,0,0,False,,,1,8,12,4,产品/技术创新|其他|政策/行业|管理层/投关信号,False,False,False
301608|2025-07-30|其他,fed5edd5f28d7a72,博实结,301608.SZ,301608,2025-07-30,2025-07-30,2025-07-29,announcement,announcement,其他,,关于部分首次公开发行前已发行股份及首次公开发行战略配售股份上市流通的提示性公告,,关于部分首次公开发行前已发行股份及首次公开发行战略配售股份上市流通的提示性公告 || 民生证券股份有限公司关于深圳市博实结科技股份有限公司部分首次公开发行前已发行股份及首次公开发行战略配售股份上市流通的核查意见,https://data.eastmoney.com/notices/detail/301608/AN202507301718426797.html,,,0,1,2,1,2,ok,0,1,0,1,False,,,0,3,19,2,其他|资本动作,True,False,False
002313|2016-07-15|风险事件,039b94bffa57e8de,日海智能,002313.SZ,2313,2016-07-15,2016-07-15,2016-07-14,announcement,announcement,风险事件,风险事件,日海通讯:广发证券股份有限公司关于公司对深圳证券交易所问询函回复之核查意见,,日海通讯:广发证券股份有限公司关于公司对深圳证券交易所问询函回复之核查意见 || 日海通讯:关于深圳证券交易所对公司问询函的回复,https://data.eastmoney.com/notices/detail/002313/AN201607140016577599.html,,,0,1,2,1,2,ok,0,1,0,0,False,,,1,3,14,2,其他|资本动作,False,False,False
300590|2020-11-23|产品/技术创新,355687cb71f345e7,移为通信,300590.SZ,300590,2020-11-23,2020-11-23,2020-11-20,announcement,announcement,产品/技术创新,产品/技术创新,上海市锦天城律师事务所关于上海移为通信技术股份有限公司创业板向特定对象发行A股股票之补充法律意见书(三),,上海市锦天城律师事务所关于上海移为通信技术股份有限公司创业板向特定对象发行A股股票之补充法律意见书(三) || 关于公司申请向特定对象发行股票的发行注册环节反馈意见落实函回复报告(上海移为通信技术股份有限公司),https://data.eastmoney.com/notices/detail/300590/AN202011231432035033.html,,,0,1,2,1,2,ok,1,0,0,0,False,,,1,5,16,3,产品/技术创新|其他|资本动作,False,False,False
300590|2025-11-13|管理层/投关信号,d09bf831056d938a,移为通信,300590.SZ,300590,2025-11-13,2025-11-13,2025-11-12,institution_survey,institution_survey,管理层/投关信号,管理层/投关信号,移为通信 业绩说明会 2025年11月13日15:00~16:30,"对象=线上参加“2025年上海辖区上市公司三季报集体业绩说明会”的投资者; 接待=董事长、总经理 廖荣华,副总经理 彭嵬,财务总监、董事会秘书 贺亮,独立董事 王欣; 机构明细数=1; 地点=上证路演中心(网址:https://roadshow.sseinfo.com/)",移为通信 业绩说明会 2025年11月13日15:00~16:30 || 投资者关系管理信息20251113,,,,0,1,2,1,2,ok,1,0,0,0,False,,,1,2,11,2,产品/技术创新|管理层/投关信号,False,False,False
300638|2024-08-29|产品/技术创新,e9520d53638a0770,广和通,300638.SZ,300638,2024-08-29,2024-08-29,2024-08-28,research_report,research_report,产品/技术创新,产品/技术创新|政策/行业,业绩稳健增长，布局AI与机器人领域,机构=国金证券; 评级=买入; 行业=通信设备,业绩稳健增长，布局AI与机器人领域 || 2024年半年报点评：Q2业绩短期承压，持续加码AI与机器人布局 || 公司信息更新报告：业绩稳步增长，智能模组及机器人业务受益AI发展,https://pdf.dfcfw.com/pdf/H3_AP202408291639540987_1.pdf,,,0,1,3,1,3,ok,0,1,0,0,False,,,7,12,27,4,业绩信号|其他|政策/行业|资本动作,False,False,False
300638|2022-04-06|政策/行业,1cf398ebf2637d3e,广和通,300638.SZ,300638,2022-04-06,2022-04-06,2022-04-01,research_report,research_report,政策/行业,政策/行业,2021年年报点评：业绩稳步增长，车载业务持续发力,机构=民生证券; 评级=买入; 行业=通信设备,2021年年报点评：业绩稳步增长，车载业务持续发力,https://pdf.dfcfw.com/pdf/H3_AP202204061557586535_1.pdf,,,0,1,1,1,1,ok,0,1,0,0,False,,,7,27,58,7,业绩信号|产品/技术创新|其他|政策/行业|管理层/投关信号|资本动作|风险事件,False,False,False
300638|2022-04-02|政策/行业,4bfcbee9ad5bc8ee,广和通,300638.SZ,300638,2022-04-02,2022-04-06,2022-04-01,research_report,research_report,政策/行业,政策/行业,芯片短缺背景下仍维持高速增长，车载模组突破式上量,机构=东兴证券; 评级=买入; 行业=通信设备,芯片短缺背景下仍维持高速增长，车载模组突破式上量,https://pdf.dfcfw.com/pdf/H3_AP202204021556725589_1.pdf,,,0,1,1,1,1,ok,0,1,0,0,False,,,7,27,58,7,业绩信号|产品/技术创新|其他|政策/行业|管理层/投关信号|资本动作|风险事件,False,False,False
300638|2017-12-08|其他,fda84eb44a58ef33,广和通,300638.SZ,300638,2017-12-08,2017-12-08,2017-12-07,announcement,announcement,其他,,关于使用部分自有闲置资金及暂时闲置的募集资金进行现金管理的进展公告(2017/12/08),,关于使用部分自有闲置资金及暂时闲置的募集资金进行现金管理的进展公告(2017/12/08),https://data.eastmoney.com/notices/detail/300638/AN201712081064338274.html,,,0,1,1,1,1,ok,0,1,0,0,False,,,2,4,15,1,其他,False,False,False
002970|2026-04-22|资本动作,bef894cdf7400c4a,锐明技术,002970.SZ,2970,2026-04-22,2026-04-22,2026-04-21,announcement,announcement,资本动作,资本动作,2025年年度分红派息实施公告,,2025年年度分红派息实施公告,https://data.eastmoney.com/notices/detail/002970/AN202604211821383289.html,,,0,1,1,1,1,ok,0,1,0,0,False,分红/权益分派,分红/权益分派,7,13,22,6,业绩信号|产品/技术创新|其他|政策/行业|管理层/投关信号|资本动作,False,False,False
002881|2025-08-05|资本动作,9ca48cd15f73287f,美格智能,002881.SZ,2881,2025-08-05,2025-08-05,2025-08-04,announcement,announcement,资本动作,资本动作,关于股份回购进展的公告,,关于股份回购进展的公告,https://data.eastmoney.com/notices/detail/002881/AN202508041721348934.html,,,0,1,1,1,1,ok,0,1,0,0,False,股份回购,股份回购,2,7,19,4,业绩信号|产品/技术创新|其他|资本动作,False,False,False
300638|2022-04-20|其他,556a08785f62267e,广和通,300638.SZ,300638,2022-04-20,2022-04-20,2022-04-19,announcement,announcement,其他,,关于收到深圳证券交易所恢复审核通知的公告,,关于收到深圳证券交易所恢复审核通知的公告 || 2021年度股东大会法律意见书 || 2021年度股东大会决议公告,https://data.eastmoney.com/notices/detail/300638/AN202204201560405870.html,,,0,1,3,1,3,ok,0,1,0,0,False,,,5,18,51,7,业绩信号|产品/技术创新|其他|政策/行业|管理层/投关信号|资本动作|风险事件,False,False,False
300638|2019-04-11|其他,4819aceff41ff234,广和通,300638.SZ,300638,2019-04-11,2019-04-11,2019-04-10,announcement,announcement,其他,,2018年度股东大会法律意见书,,2018年度股东大会法律意见书 || 2018年度股东大会决议公告,https://data.eastmoney.com/notices/detail/300638/AN201904101317862099.html,,,0,1,2,1,2,ok,0,1,0,0,False,,,5,14,24,5,业绩信号|产品/技术创新|其他|政策/行业|资本动作,False,False,False
002313|2019-02-01|管理层/投关信号,163590fe9ec2ac11,日海智能,002313.SZ,2313,2019-02-01,2019-02-01,2019-01-31,announcement,announcement,管理层/投关信号,管理层/投关信号,关于公司副总经理辞职的公告,,关于公司副总经理辞职的公告,https://data.eastmoney.com/notices/detail/002313/AN201901311290555495.html,,,0,1,1,1,1,ok,0,1,0,0,False,,,1,3,21,2,业绩信号|客户/订单,False,False,False
002313|2019-02-01|客户/订单,5e45cdd6c13bf846,日海智能,002313.SZ,2313,2019-02-01,2019-02-01,2019-01-31,announcement,announcement,客户/订单,客户/订单,关于全资子公司收到中标通知书的公告,,关于全资子公司收到中标通知书的公告,https://data.eastmoney.com/notices/detail/002313/AN201901311290555494.html,,,0,1,1,1,1,ok,0,1,0,0,False,,,1,3,21,3,业绩信号|客户/订单|管理层/投关信号,False,False,False
603236|2022-05-25|其他,5ec8a53cedc298bf,移远通信,603236.SH,603236,2022-05-25,2022-05-25,2022-05-24,announcement,announcement,其他,,:关于疫情防控期间参加2021年年度股东大会相关注意事项的提示性公告,,:关于疫情防控期间参加2021年年度股东大会相关注意事项的提示性公告,https://data.eastmoney.com/notices/detail/603236/AN202205241567589532.html,,,0,1,1,1,1,ok,0,1,0,0,False,,,4,5,18,4,产品/技术创新|其他|管理层/投关信号|资本动作,False,False,False
002881|2023-08-31|其他,9c431bf62e19695d,美格智能,002881.SZ,2881,2023-08-31,2023-08-31,2023-08-30,announcement,announcement,其他,,半年报董事会决议公告,,半年报董事会决议公告 || 独立董事关于控股股东及其他关联方占用公司资金、公司对外担保情况的专项说明和独立意见 || 半年报监事会决议公告 || 关于注销部分股票期权的公告 || 2023年半年度财务报告 || 半年度非经营性资金占用及其他关联资金往来情况汇总表,https://data.eastmoney.com/notices/detail/002881/AN202308301596828120.html,,,0,1,7,1,7,ok,0,1,0,0,False,,,7,8,22,5,业绩信号|产品/技术创新|政策/行业|资本动作|风险事件,False,False,False
002970|2026-04-29|产品/技术创新,c55580fbfd37db4c,锐明技术,002970.SZ,2970,2026-04-29,2026-04-29,2026-04-28,irm_qa,irm_qa,产品/技术创新,产品/技术创新,您好，请问在刚公布的2025年公司年报中，研发投入栏所显示的项目状态均为结束，请问公司是无在研发中的项目吗？若相反可以补充简述一二吗？,尊敬的投资者，您好，公司始终将技术作为发展核心，积极开展研发工作，已立项的研发项目正有序进行中，具体情况可关注公司后续的公告。感谢您的关注！,您好，请问在刚公布的2025年公司年报中，研发投入栏所显示的项目状态均为结束，请问公司是无在研发中的项目吗？若相反可以补充简述一二吗？ || 你好，我想咨询一下公司，在越南的代工维谛技术hvdc业务进展如何，何时量产？预计年产值能达到多少？广大投资者比较看重公司的第二增长极。,,,,0,1,2,1,2,ok,0,1,0,0,False,,,3,7,16,4,其他|政策/行业|管理层/投关信号|资本动作,False,False,False
300590|2023-12-12|其他,37e6ea0c922d4593,移为通信,300590.SZ,300590,2023-12-12,2023-12-12,2023-12-11,announcement,announcement,其他,,国信证券股份有限公司关于公司2023年度持续督导培训工作报告,,国信证券股份有限公司关于公司2023年度持续督导培训工作报告 || 国信证券股份有限公司关于公司2023年现场检查报告,https://data.eastmoney.com/notices/detail/300590/AN202312121614020650.html,,,0,1,2,1,2,ok,1,0,0,0,False,,,4,7,11,5,产品/技术创新|其他|客户/订单|管理层/投关信号|资本动作,False,False,False
688159|2025-03-26|风险事件,2af1a4802a0af10d,有方科技,688159.SH,688159,2025-03-26,2025-03-26,2025-03-25,announcement,announcement,风险事件,风险事件,关于公司提起诉讼的公告,,关于公司提起诉讼的公告,https://data.eastmoney.com/notices/detail/688159/AN202503251647341648.html,,,0,1,1,1,1,ok,0,1,0,0,False,,,1,1,18,1,其他,False,False,False
300638|2019-12-02|其他,fa019d902e119826,广和通,300638.SZ,300638,2019-12-02,2019-12-02,2019-11-29,announcement,announcement,其他,,关于控股股东、实际控制人权益变动的提示性公告,,关于控股股东、实际控制人权益变动的提示性公告 || 简式权益变动报告书(2019/12/02),https://data.eastmoney.com/notices/detail/300638/AN201912021371448188.html,,,0,1,2,1,2,ok,0,1,0,0,False,,,3,10,29,4,产品/技术创新|其他|政策/行业|资本动作,False,False,False
300590|2017-03-07|资本动作,a7add7b3ea4e01bb,移为通信,300590.SZ,300590,2017-03-07,2017-03-07,2017-03-06,research_report,research_report,资本动作,资本动作|业绩信号|产品/技术创新|政策/行业,2016年业绩快报点评：领先的M2M终端设备商，物联网行情助推业绩后续增长,机构=西南证券; 评级=增持; 行业=通信设备,2016年业绩快报点评：领先的M2M终端设备商，物联网行情助推业绩后续增长,https://pdf.dfcfw.com/pdf/H3_AP201703070389476683_1.pdf,,,0,1,1,1,1,ok,1,0,0,0,False,股东增减持/限售流通,股东增减持/限售流通,2,4,21,2,其他|管理层/投关信号,False,False,False
300638|2021-11-27|风险事件,0acccac4a1e03f02,广和通,300638.SZ,300638,2021-11-27,2021-11-29,2021-11-26,announcement,announcement,风险事件,风险事件|资本动作,关于深圳证券交易所《关于对深圳市广和通无线股份有限公司的重组问询函》第10、11、12、15、18问题相关问询的回复,,关于深圳证券交易所《关于对深圳市广和通无线股份有限公司的重组问询函》第10、11、12、15、18问题相关问询的回复 || 关于深圳证券交易所重组问询函的回复 || 北京北方亚事资产评估事务所(特殊普通合伙)关于深圳证券交易所《关于对深圳市广和通无线股份有限公司的重组问询函》之回复 || 华泰联合证券有限责任公司关于深圳证券交易所《关于对深圳市广和通无线股份有限公司的重组问询函》之核查意见,https://data.eastmoney.com/notices/detail/300638/AN202111261531278537.html,,,0,1,4,1,4,ok,0,1,0,0,False,,,7,11,27,5,产品/技术创新|其他|政策/行业|管理层/投关信号|资本动作,False,False,False
002881|2018-10-17|其他,eb0cbe4b0f722e84,美格智能,002881.SZ,2881,2018-10-17,2018-10-17,2018-10-16,announcement,announcement,其他,,关于全资子公司注册成立的公告,,关于全资子公司注册成立的公告,https://data.eastmoney.com/notices/detail/002881/AN201810161214399824.html,,,0,1,1,1,1,ok,0,1,0,0,False,,,0,4,10,3,业绩信号|其他|政策/行业,True,False,False
300098|2018-07-05|资本动作,ded9af53e738890d,高新兴,300098.SZ,300098,2018-07-05,2018-07-05,2018-07-04,announcement,announcement,资本动作,资本动作,关于回购股份事项前十名股东持股信息的公告,,关于回购股份事项前十名股东持股信息的公告,https://data.eastmoney.com/notices/detail/300098/AN201807041163170078.html,,,0,1,1,1,1,ok,0,1,0,0,False,其他资本动作,,5,10,33,2,其他|资本动作,False,False,False
300098|2025-07-10|资本动作,251d77bca3ede6c7,高新兴,300098.SZ,300098,2025-07-10,2025-07-10,2025-07-09,announcement,announcement,资本动作,资本动作,2025年度向特定对象发行A股股票预案,,2025年度向特定对象发行A股股票预案 || 公司关于2025年度向特定对象发行A股股票预案披露的提示性公告 || 第六届董事会第六次独立董事专门会议决议 || 第六届董事会第二十九次会议决议公告 || 关于本次向特定对象发行A股股票不存在直接或通过利益相关方向参与认购的投资者提供财务资助或补偿的公告,https://data.eastmoney.com/notices/detail/300098/AN202507091705842132.html,,,0,1,5,1,5,ok,0,1,0,0,False,定增/再融资,定增/再融资,2,2,16,2,其他|风险事件,False,False,False
002313|2021-10-28|业绩信号,ee59516b665ed967,日海智能,002313.SZ,2313,2021-10-28,2021-10-28,2021-10-27,announcement,announcement,业绩信号,业绩信号,2021年第三季度报告,,2021年第三季度报告,https://data.eastmoney.com/notices/detail/002313/AN202110271525357792.html,,,0,1,1,1,1,ok,0,1,0,0,False,,,1,1,5,1,其他,False,False,False
002970|2020-04-20|政策/行业,7429f3a9c1c16731,锐明技术,002970.SZ,2970,2020-04-20,2020-04-20,2020-04-17,announcement,announcement,政策/行业,政策/行业,关于会计政策变更的公告,,关于会计政策变更的公告,https://data.eastmoney.com/notices/detail/002970/AN202004191378219901.html,,,0,1,1,1,1,ok,0,1,0,0,False,,,7,13,19,6,业绩信号|其他|政策/行业|管理层/投关信号|资本动作|风险事件,False,False,False
300590|2017-02-23|管理层/投关信号,1a8b38bc5618634e,移为通信,300590.SZ,300590,2017-02-23,2017-02-23,2017-02-22,announcement,announcement,管理层/投关信号,管理层/投关信号,2017年2月21日投资者关系活动记录表,,2017年2月21日投资者关系活动记录表,https://data.eastmoney.com/notices/detail/300590/AN201702230359870805.html,,,0,1,1,1,1,ok,1,0,0,0,False,,,4,9,24,4,业绩信号|其他|管理层/投关信号|资本动作,False,False,False
002313|2016-03-26|业绩信号,ca0033efa4155e68,日海智能,002313.SZ,2313,2016-03-26,2016-03-28,2016-03-25,announcement,announcement,业绩信号,业绩信号,日海通讯:关于举行2015年度报告网上说明会的通知,,日海通讯:关于举行2015年度报告网上说明会的通知,https://data.eastmoney.com/notices/detail/002313/AN201603250014082925.html,,,0,1,1,1,1,ok,0,1,0,0,False,,,2,5,22,4,业绩信号|其他|管理层/投关信号|资本动作,False,False,False
300098|2017-08-29|政策/行业,dc1606fbeb6ec421,高新兴,300098.SZ,300098,2017-08-29,2017-08-29,2017-08-28,announcement,announcement,政策/行业,政策/行业,关于会计政策变更的公告,,关于会计政策变更的公告,https://data.eastmoney.com/notices/detail/300098/AN201708280834432861.html,,,0,1,1,1,1,ok,0,1,0,0,False,,,4,11,40,4,业绩信号|其他|管理层/投关信号|资本动作,False,False,False
300590|2017-02-28|业绩信号,2f9c9fe258b2efc2,移为通信,300590.SZ,300590,2017-02-28,2017-02-28,2017-02-27,express,express,业绩信号,业绩信号,业绩快报 营收=270154200.0 净利润=95269400.0,,业绩快报 营收=270154200.0 净利润=95269400.0,,,,0,1,1,1,1,ok,1,0,0,0,False,,,3,7,23,3,其他|管理层/投关信号|资本动作,False,False,False
002313|2017-08-14|其他,56249d0827a70210,日海智能,002313.SZ,2313,2017-08-14,2017-08-14,2017-08-11,announcement,announcement,其他,,日海通讯:关于投资福邦保险的说明,,日海通讯:关于投资福邦保险的说明,https://data.eastmoney.com/notices/detail/002313/AN201708130798087841.html,,,0,1,1,1,1,ok,0,1,0,0,False,,,2,11,24,4,其他|客户/订单|管理层/投关信号|资本动作,False,False,False
300590|2025-10-24|其他,344d9484659a7088,移为通信,300590.SZ,300590,2025-10-24,2025-10-24,2025-10-23,announcement,announcement,其他,,上海市锦天城律师事务所关于公司2025年第一次临时股东会的法律意见书,,上海市锦天城律师事务所关于公司2025年第一次临时股东会的法律意见书 || 2025年第一次临时股东会决议公告 || 关于取消监事会及召开职工代表大会选举职工代表董事的公告,https://data.eastmoney.com/notices/detail/300590/AN202510241768252365.html,,,0,1,3,1,3,ok,1,0,0,0,False,,,2,8,15,5,业绩信号|产品/技术创新|其他|管理层/投关信号|资本动作,False,False,False
300638|2021-04-09|产品/技术创新,adfc522fb36439ee,广和通,300638.SZ,300638,2021-04-09,2021-04-09,2021-04-08,research_report,research_report,产品/技术创新,产品/技术创新|政策/行业,深耕大颗粒市场，再添车联网之翼,机构=华金证券; 评级=买入; 行业=通信设备,深耕大颗粒市场，再添车联网之翼,https://pdf.dfcfw.com/pdf/H3_AP202104091483011129_1.pdf,,,0,1,1,1,1,ok,0,1,0,0,False,,,5,28,52,7,业绩信号|产品/技术创新|其他|政策/行业|管理层/投关信号|资本动作|风险事件,False,False,False
300098|2018-03-13|资本动作,3ac12cd854c4e6de,高新兴,300098.SZ,300098,2018-03-13,2018-03-13,2018-03-12,repurchase,repurchase,资本动作,资本动作,回购 完成 金额=2278910.0,,回购 完成 金额=2278910.0 || 关于控股股东进行质押式回购交易补充质押的公告 || 关于公司部分限制性股票回购注销完成的公告,,,,0,1,3,1,3,ok,0,1,0,0,False,复合资本动作,股权激励/员工持股|股权质押/解押,1,5,32,4,业绩信号|客户/订单|管理层/投关信号|资本动作,False,False,False
002313|2026-05-25|风险事件,b9dd3c2ef6ee1357,日海智能,002313.SZ,2313,2026-05-25,2026-05-25,2026-05-22,irm_qa,irm_qa,风险事件,风险事件|业绩信号|产品/技术创新,请问公司2025年预计归母净利润亏损2.2亿至2.5亿元，连续8年亏损，资产负债率高达99.72%。虽通过出售子公司日海设备获得2.6亿元资金，但主营业务未改善，2025年末净资产仍濒临为负。公司将如何解决持续亏损问题，避免触发退市？,投资者您好，公司以无线通信模组业务为核心，积极挖掘模组业务和通信工程服务业务市场潜力，同时加大研发投入，拓宽公司产品的应用场景，努力提高收入规模和质量。此外，采取多种举措降本增效，强化预算管理，加大应收账款回收力度，拓宽融资渠道并优化融资结构，争取以更好的业绩回报投资者。谢谢您的关注！,请问公司2025年预计归母净利润亏损2.2亿至2.5亿元，连续8年亏损，资产负债率高达99.72%。虽通过出售子公司日海设备获得2.6亿元资金，但主营业务未改善，2025年末净资产仍濒临为负。公司将如何解决持续亏损问题，避免触发退市？ || 2025年年报显示，公司其他应收款余额占总资产的比例高达5.57%，请问资金是否被控股股东或实际控制人占用或者变相占用？ || 2025年公司3年以上应收账款占应收账款比例达到77.51%，公司销售是真实的吗？为什么应收货款超过3年没收回？,,,,0,1,3,1,3,ok,0,1,0,0,False,,,5,5,5,4,业绩信号|产品/技术创新|其他|管理层/投关信号,False,False,False
300590|2020-07-08|风险事件,04f8520718abd394,移为通信,300590.SZ,300590,2020-07-08,2020-07-08,2020-07-07,announcement,announcement,风险事件,风险事件|资本动作,关于非公开发行股票摊薄即期回报的风险提示及采取填补措施(修订稿)的公告,,关于非公开发行股票摊薄即期回报的风险提示及采取填补措施(修订稿)的公告,https://data.eastmoney.com/notices/detail/300590/AN202007071390128281.html,,,0,1,1,1,1,ok,1,0,0,0,False,,,3,7,28,3,产品/技术创新|其他|资本动作,False,False,False
603236|2023-11-30|管理层/投关信号,336a3eff57adbe3d,移远通信,603236.SH,603236,2023-11-30,2023-11-30,2023-11-29,announcement,announcement,管理层/投关信号,管理层/投关信号,投资者关系活动记录表2023年11月,,投资者关系活动记录表2023年11月,https://data.eastmoney.com/notices/detail/603236/AN202311301613041106.html,,,0,1,1,1,1,ok,0,1,0,0,False,,,0,0,8,0,,True,True,False
